total_repos,increasing,decreasing,stable,increasing_pct,decreasing_pct,stable_pct,correction_method,increasing_uncorrected,decreasing_uncorrected,stable_uncorrected
30,2,7,21,6.666666666666667,23.333333333333332,70.0,Benjamini-Hochberg,3,10,17
